0.151724 25.6048 0.979879
0.152332 25.0144 0.924695
0.15294 24.0802 0.889668
0.153548 23.8968 0.870623
0.154156 23.7941 0.834184
0.154765 23.8876 0.830722
0.155373 23.5712 0.875567
0.155981 23.4726 0.863422
0.156589 23.116 0.883308
0.157197 22.9451 0.865273
0.157805 21.6365 0.829172
0.158413 20.4758 0.831817
0.159021 20.5497 0.851226
0.159629 19.728 0.861895
0.160237 19.5179 0.83181
0.160845 20.1123 0.824598
0.161453 19.8892 0.802335
0.162061 20.0246 0.814187
0.16267 19.9166 0.795839
0.163278 19.0196 0.798611
0.163886 18.8747 0.81065
0.164494 18.706 0.827867
0.165102 18.9248 0.801634
0.16571 19.1099 0.827131
0.166318 19.3616 0.829463
0.166926 18.9349 0.832632
0.167534 19.1661 0.875877
0.168142 18.557 0.851648
0.16875 17.8671 0.817256
0.169358 17.0786 0.803627
0.169966 17.0883 0.827149
0.170574 16.9813 0.783821
0.171183 17.0377 0.800232
0.171791 17.0291 0.828718
0.172399 16.8261 0.789578
0.173007 16.6083 0.767387
0.173615 15.8815 0.803743
0.174223 15.9922 0.803019
0.174831 15.4016 0.829186
0.175439 16.0339 0.784402
0.176047 15.8659 0.817045
0.176655 15.3605 0.813757
0.177263 14.9066 0.823454
0.177871 15.1493 0.864043
0.178479 14.7998 0.791934
0.179087 15.0372 0.784811
0.179695 14.2197 0.824163
0.180304 13.8566 0.833171
0.180912 13.7021 0.82527
0.18152 13.5831 0.812128
0.182128 13.2799 0.814088
0.182736 13.6677 0.795086
0.183344 13.3496 0.787022
0.183952 13.3234 0.770206
0.18456 12.5176 0.774694
0.185168 12.5286 0.786634
0.185776 12.5785 0.772993
0.186384 12.2159 0.775239
0.186992 12.7094 0.75417
0.1876 11.7842 0.774935
0.188208 11.7624 0.771429
0.188816 12.2463 0.78883
0.189424 12.132 0.760918
0.190032 12.2471 0.747097
0.190641 12.4081 0.762419
0.191249 11.6165 0.774066
0.191857 11.4306 0.826117
0.192465 10.9948 0.781661
0.193073 10.6805 0.771301
0.193681 10.5306 0.796654
0.194289 11.3311 0.782376
0.194897 10.7416 0.755086
0.195505 10.315 0.762079
0.196113 10.7698 0.764652
0.196721 10.6073 0.767612
0.197329 10.3654 0.7615
0.197937 10.1803 0.73217
0.198545 9.07446 0.743306
0.199153 9.37967 0.740921
0.199761 9.50625 0.756485
0.200369 9.37779 0.742915
0.200977 9.20645 0.796122
0.201585 10.3507 0.812384
0.202193 10.1186 0.904635
0.202802 9.63633 0.782423
0.20341 8.38495 0.742459
0.204018 8.74302 0.731893
0.204626 8.0814 0.735797
0.205234 8.53719 0.723576
0.205842 8.78729 0.702636
0.20645 8.67898 0.73381
0.207058 9.55394 0.707614
0.207666 9.55076 0.712453
0.208274 8.87581 0.714918
0.208882 8.18524 0.736809
0.20949 8.23768 0.724021
0.210098 8.30619 0.728024
0.210706 8.20849 0.724117
0.211314 8.46501 0.716242
0.211922 8.49137 0.74577
0.21253 8.34863 0.717144
0.213138 7.99975 0.728581
0.213746 7.62407 0.718652
0.214354 8.33636 0.721164
0.214962 8.51062 0.726804
0.21557 8.09252 0.75375
0.216178 7.87549 0.726874
0.216786 8.20146 0.733431
0.217394 7.74437 0.727917
0.218002 7.21139 0.728749
0.21861 7.65357 0.720518
0.219219 7.67917 0.704428
0.219827 8.4352 0.699946
0.220435 8.5431 0.72217
0.221043 8.39084 0.710968
0.221651 7.85666 0.709906
0.222259 7.35792 0.722002
0.222867 7.07835 0.698122
0.223475 7.29599 0.705885
0.224083 6.2368 0.735462
0.224691 6.7831 0.699786
0.225299 6.92851 0.715861
0.225907 7.03915 0.83585
0.226515 7.0322 0.706309
0.227123 7.23554 0.699976
0.227731 6.74311 0.671131
0.228339 7.1491 0.656963
0.228947 7.1817 0.666356
0.229555 7.17892 0.681653
0.230163 7.19934 0.673164
0.230771 6.65345 0.655833
0.231379 6.41676 0.682709
0.231987 6.07838 0.667925
0.232595 5.81762 0.662058
0.233203 5.99432 0.677091
0.233811 5.83206 0.678588
0.234419 6.16916 0.672331
0.235027 6.01487 0.688061
0.235635 5.82789 0.686366
0.236243 5.9998 0.668108
0.236851 5.88569 0.660798
0.237459 5.86617 0.652173
0.238067 6.09536 0.667961
0.238675 6.2279 0.662162
0.239283 6.32946 0.661274
0.239891 5.9546 0.659678
0.240499 6.03361 0.66273
0.241107 6.44472 0.663257
0.241715 6.66211 0.692212
0.242323 6.36194 0.705033
0.242931 6.07654 0.8445
0.243539 5.3006 0.722263
0.244147 5.30778 0.685728
0.244755 4.88428 0.75743
0.245363 5.32577 0.764168
0.245971 4.89248 0.691143
0.246579 5.03035 0.67304
0.247187 5.12892 0.655083
0.247795 4.78781 0.641659
0.248403 4.97663 0.657383
0.249011 5.03172 0.65598
0.249619 5.40108 0.660189
0.250227 5.4176 0.654175
